,English Company Name,Chinese Company Name,Valid Licence since,District,Address,Telephone No,FAX,Email,Placement Type
3037,Trouve Executive Limited,鉅鴻職業介紹所有限公司,2009,Wan Chai District,"22nd floor, 3 Lockhart Road, Wan Chai, Hong Kong",34212882, ,admin@trouve-executive.com,Office Staff / Executive Search
3038,True Search Limited,,2019,Yau Tsim Mong District,"Flat 52A, 6th floor, Grand Building, 52 Granville Road, Tsim Sha Tsui, Kowloon", , ,kannan@truerecruitmentasia.com,"Office Staff / Executive Search, Imported Worker"
3039,TRUST PERSONNEL AGENCY,中信人事顧問,2005,Sham Shui Po District,"Room 2903, 29th floor, CEO Tower, 77 Wing Hong Street, Lai Chi Kok, Kowloon",34688696,23147111,dc@recruitment.hk,"Office Staff / Executive Search, Other Non-office Worker"
3040,Trust Professional Driver Service Limited,中信專業司機管理服務有限公司,2021,Sham Shui Po District,"Room 2901, 29th floor, CEO Tower, 77 Wing Hong Street, Lai Chi Kok, Kowloon",34688696,27141739,dc@tpds.com.hk,Other Non-office Worker
3041,Trustable Employment Agency,信得過僱傭中心,2017,Eastern District,"Room E, 36th floor, E-Trade Plaza, 24 Lee Chung Street, Chai Wan, Hong Kong",61148413 / 60719991, ,trustableemployment@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3042,TRUSTFUL EMPLOYMENT AGENCY LIMITED,信譽僱傭有限公司,2019,Eastern District,"Room D, 22nd floor, Max Share Centre, 373 King's Road, North Point, Hong Kong",25710313,28073486,floralam38@gmail.com,Foreign Domestic Helpers
3043,Trustworthy Consultants,富誠顧問公司,1994,Yuen Long District,"Shop 6B, Ground floor, Kam Fuk Court, 5-11 Sai Yu Street, Yuen Long, New Territories",24302822,24436812, ,"Local Domestic Helpers, Foreign Domestic Helpers"
3044,Trusty Employment Company Limited,捷誠僱傭有限公司,2002,Central and Western District,"12th floor, Kong Ling Building, 102 Jervois Street, Sheung Wan, Hong Kong",25529788,28909448,trustycb@biznetvigator.com,Foreign Domestic Helpers
3045,TSG Search Group Limited,,2017,Central and Western District,"Room 1601-02, 16th floor, Car Po Commercial Building, 18-21 Lyndhurst Terrace, Central, Hong Kong",36166418, ,info@tsgsearchgroup.com,Office Staff / Executive Search
3046,TSUEN SHING EMPLOYMENT AGENCY,荃誠僱傭中心,2009,Tsuen Wan District,"Room 830, 8th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",24022228,24903400,tsuenshing@ymail.com,Foreign Domestic Helpers
3047,TSUEN WAN EMPLOYMENT PARADISE CO.,荃灣僱傭樂園,2016,Yuen Long District,"Shop 38B, Ground floor, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, New Territories",24680380,22134468,yuenlongemployment@yahoo.com.hk,Foreign Domestic Helpers
3048,TSZ HONG PROFESSIONAL SERVICE LIMITED,慈康專業服務有限公司,2015,Kwun Tong District,"Room 07, 12th floor, Chevalier Commercial Centre, 8 Wang Hoi Road, Kowloon Bay, Kowloon",60868680,30200142,tszhong2015@gmail.com,Other Non-office Worker
3049,TTP CONSULTING LIMITED,,2011,Central and Western District,"Room 1001-2, 10th floor, Wilson House, 19 Wyndham Street, Central, Hong Kong",24127702/63065521,24127033,abi.tannis@ttpconsulting.com.hk,Office Staff / Executive Search
3050,Turbine Recruitment Limited,,2019,Kwun Tong District,"12th floor, Po Yip Building, 23 Hing Yip Street, Kwun Tong, Kowloon",93091218, ,dc_chiu@hotmail.com,Office Staff / Executive Search
3051,Turbo Health Care Limited,健力護理有限公司,2020,Sham Shui Po District,"Flat B7-M, 3rd floor, Block B, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok, Kowloon",61990116, ,turbohealth@hotmail.com,Other Non-office Worker
3052,TWINKLE CAREER LIMITED,,2013,Kwun Tong District,"Flat 11-12, 12th floor, Lladro Centre, 72 Hoi Yuen Road, Kwun Tong, Kowloon",36925641,36925643,info@twinklecareer.com,Office Staff / Executive Search
3053,TY OVERSEAS EMPLOYMENT SERVICES,天逸居海外僱傭服務,2012,Eastern District,"Shop 123, 1st floor, Plaza 888, 441-447 King's Road, North Point, Hong Kong",23388005,39745266,eva@ty-maid.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
3054,TYC EXECUTIVE SEARCH HK LIMITED,,2015,Yau Tsim Mong District,"Unit 384, 3rd floor, Peninsula Centre, 67 Mody Road, Tsim Sha Tsui, Kowloon",69399687,35792721,cheung.wong@tycoon.com.hk,Office Staff / Executive Search
3055,TYM EMPLOYMENT SERVICES,,2021,Tsuen Wan District,"Ground floor, 24 Heung Wo Street, Tsuen Wan, New Territories",61397984, ,charmpereztsang@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3056,Typhoon Consulting Limited,,2018,Central and Western District,"8th floor, Man Cheung Building, 15-17 Wyndham Street, Central, Hong Kong",90855186,30178611,john.eyres@typhoonconsulting.com,Office Staff / Executive Search
3057,U n K Recruitment Limited,,2021,Yau Tsim Mong District,"Room 1111, 11th floor, Block 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",39598188, ,unkrecruitment97@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
3058,U-ALPHA HR SERVICES LIMITED,才浩人力資源服務有限公司,2016,Wan Chai District,"19th floor, 3 Lockhart Road, Wan Chai, Hong Kong",28613093,25201296,info@ualpha.com,Office Staff / Executive Search
3059,U-connected,,2021,Yau Tsim Mong District,"Unit 701, 7th floor, Omega Plaza, 32 Dundas Street, Mong Kok, Kowloon",35681088, , ,"Foreign Domestic Helpers, Office Staff / Executive Search"
3060,U.A. EMPLOYMENT CENTER,華聯僱傭中心,2018,Tsuen Wan District,"Room 724, 7th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",37059197,81485331,uahklimited@gmail.com,Foreign Domestic Helpers
3061,UBABY GROUP LIMITED,悅寶貝集團有限公司,2017,Kwun Tong District,"Unit G1, 12th floor, Legend Tower, 7 Shing Yip Street, Kwun Tong, Kowloon", , , ,Other Non-office Worker
3062,ULTIMATE SUPREME LIMITED,甘宇有限公司,2013, ,"Room 905, 9th floor, Beverly House, 93-107 Lockhart Road, Wan Chai, Hong Kong", , , ,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search"
3063,Under Production Limited,陸續出版有限公司,2021,Sham Shui Po District,"Unit C, 4th floor, Phase 5, Hong Kong Spinners Industrial Building, 760 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",37412620,31753903,info@underproductionhk.com,Other Non-office Worker
3064,UNI-WORLD SERVICES COMPANY LIMITED,友利思企業管理咨詢(香港)有限公司,2021,Kwun Tong District,"Unit 1101, 11th floor, Tower 1, Enterprise Square, 9 Sheung Yuet Road, Kowloon Bay, Kowloon",28935300,28034763,info@uwstar.com,Foreign Domestic Helpers
3065,Unicare 360,環宇護理,2021,Central and Western District,"1st floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong",55448900, ,hk@herpergo.com,Local Domestic Helpers
3066,Unicorn Advisor,麒麟諮詢,2016,Central and Western District,"Room 908, 9th floor, Sun House, 181 Des Voeux Road Central, Sheung Wan, Hong Kong",65969169/36535324, ,jacky@unicorn-advisor.com,Office Staff / Executive Search
3067,Union Alpha Human Resources Limited,才滙人力資源有限公司,2004,Wan Chai District,"19th floor, 3 Lockhart Road, Wan Chai, Hong Kong",28613093,25201296,info@ualpha.com,Office Staff / Executive Search
3068,UNION DRAGON EMPLOYMENT CENTRE,匯龍僱傭中心,2021,Tsuen Wan District,"Flat I, 15th floor, Wah Lik Industrial Centre, 459-469 Castle Peak Road, Tsuen Wan, New Territories", , , ,Foreign Domestic Helpers
3069,Union International Professional Baby-Care Training Limited,國際專業陪月培訓協會有限公司,2021,Kwun Tong District,"Room 703-704, 7th floor, Hong Leong Industrial Complex, 4 Wang Kwong Road, Kowloon Bay, Kowloon",37488430, ,uipbct@gmail.com,Local Domestic Helpers
3070,UNION LINKAGE LIMITED,聯僑有限公司,2013,Wan Chai District,"Unit 2005-2006, 20th floor, The Broadway, 54-62 Lockhart Road, Wan Chai, Hong Kong",92737481,25662669,saki@union-linkage.com,"Office Staff / Executive Search, Other Non-office Worker"
3071,UNIQUE EMPLOYMENT CENTRE LIMITED,唯一僱傭中心有限公司,2016,Tsuen Wan District,"Unit 1616B, 16th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",34890604,34890605,uemployment@yahoo.com.hk,Foreign Domestic Helpers
3072,UNIQUE EMPLOYMENT CENTRE LIMITED,唯一僱傭中心有限公司,2021,Central and Western District,"Room 1303, 13th floor, On Lok Yuen Building, 25-27A Des Voeux Road Central, Central, Hong Kong",34890604 / 23338551, ,uemployment@yahoo.com.hk,Foreign Domestic Helpers
3073,Unique Health Limited,榮康專業護理有限公司,2020,Sha Tin District,"Room 1, 12th floor, Wah Lai Industrial Centre, 10-14 Kwei Tei Street, Sha Tin, New Territories",21362792,21240671,info@hkuniquehealth.com,"Office Staff / Executive Search, Imported Worker"
3074,UNITED ASIA EMPLOYMENT AGENCY,聯亞僱傭服務,2007,Kowloon City District,"Ground floor, 151 Wuhu Street, Hung Hom, Kowloon",26814444,23331344,unitedasiahk@gmail.com,"Foreign Domestic Helpers, Imported Worker"
3075,UNITED FAMILY EMPLOYMENT AGENCY,,2014,Yau Tsim Mong District,"Room 501, 5th floor, 168 Sai Yeung Choi Street, Mong Kok, Kowloon",23809353,23932096,unitedfamilyagency@yahoo.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
3076,UNITED SEARCH GROUP (ASIA) LIMITED,,2017,Central and Western District,"Unit 2302, 23rd floor, New World Tower I, 18 Queen's Road Central, Central, Hong Kong",31639700, ,charles@usgroupasia.com,Office Staff / Executive Search
3077,UNITED TALENTS EMPLOYMENT AGENCY,,2017,Kowloon City District,"Shop D1, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon",28930901,28934901,unitedtalentsemployment@yahoo.com,Foreign Domestic Helpers
3078,Unity Partners Asia,,2021,Wan Chai District,"Room 2301, 23rd floor, Bayfield Building, 99 Hennessy Road, Wan Chai, Hong Kong",97546688, ,thomas.hardy@unity-partners.com,Office Staff / Executive Search
3079,Universal Innotech Group Company Limited,環球創科集團有限公司,2021,Yau Tsim Mong District,"Room 03, 13th floor, Righteous Centre, 585 Nathan Road, Mong Kok, Kowloon",61008108, ,drfia@hotmail.com,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
3080,UNIVERSE EMPLOYMENT AGENCY,環薈僱傭中心,2016,Sham Shui Po District,"Room F901, Block F, 9th floor, Ka Ming Court, 688-690 Castle Peak Road, Cheung Sha Wan, Kowloon",35250868,37474718,universe.ea@yahoo.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3081,Unlimited Source Co.,全達公司,2014,Tsuen Wan District,"Shop C50, 2nd floor, Tsuen Fung Centre, 144-172 Castle Peak Road, Tsuen Wan, New Territories", , ,pwshunfong@biznetvigator.com,Foreign Domestic Helpers
3082,UP RECRUITMENT LIMITED,,2012,Central and Western District,"Unit C & D, 18th floor, Eton Building, 288 Des Voeux Road Central, Sheung Wan, Hong Kong",35251228,35251229,info@uprecruitment.com,Office Staff / Executive Search
3083,UPartners Agency Company,,2021,Kwun Tong District,"Room 2C6, 3rd floor, Sing Win Factory Building, 15-17 Shing Yip Street, Kwun Tong, Kowloon",34860078, ,sarah.li@upartnersagency.com,Office Staff / Executive Search
3084,Upgrade Employment Agency,進佳僱傭公司,2011,Central and Western District,"Office B2, 5th floor, Chung Hing Commercial Building, 62-63 Connaught Road Central, Central, Hong Kong",28513278,28513727, ,"Local Domestic Helpers, Foreign Domestic Helpers"
3085,UPLINK Pro Limited,,2021,Yau Tsim Mong District,"Unit 501, 5th floor, Belgian Bank Building, 721-725 Nathan Road, Mong Kok, Kowloon",65640765, ,heidi.lee@uplinkprolimited.com,Office Staff / Executive Search
3086,Upright Employment Agency,康揚僱傭中心,2021,Yuen Long District,"2nd floor, 151 Sha Po Tsuen, Yuen Long, New Territories",23330505, ,uprightea@gmail.com,Foreign Domestic Helpers
3087,Upstream Limited,宏匯管理有限公司,2019,Kwun Tong District,"Unit 607, 6th floor, Tower 3, Phase 1 Enterprise Square, 9 Sheung Yuet Road, Kowloon Bay, Kowloon",98105040, ,donald.hsu@transearch.com,Office Staff / Executive Search
3088,URBA Employment Agency,柏納海外僱傭公司,2020,Islands District,"Ground floor, 82 Tai San Back Street, Cheung Chau, New Territories",97999243 / 96656676, , ,"Foreign Domestic Helpers, Imported Worker"
3089,Urban Helper Agency,城中僱傭中心,2020,Wan Chai District,"Unit 5C, 5th floor, Prosperous Commercial Building, 54-58 Jardine's Bazaar, Causeway Bay, Hong Kong",56369866,28932398,winbiet@gmail.com,Foreign Domestic Helpers
3090,V Good Employment Agency,優勝僱傭,2021,Yau Tsim Mong District,"Room 1709, 17th floor, 655 Nathan Road, Mong Kok, Kowloon",25668886,25668233,vgoodhelpers@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker"
3091,V-Match Consultancy,,2021,North District,"Room 2113, 21st floor, Landmark North, 39 Lung Sum Avenue, Sheung Shui, New Territories",26682220, ,ae168@netvigator.com,Office Staff / Executive Search
3092,V-TAK EMPLOYMENT COMPANY,德仁僱傭公司,2018,Sai Kung District,"1st floor, 190 Po Tung Road, Sai Kung, New Territories",93331112,36283696,viviantoys@gmail.com,Foreign Domestic Helpers
3093,VALUE SEARCH ASIA LIMITED,,2010,Central and Western District,"Room 907, 9th floor, Printing House, 6 Duddell Street, Central, Hong Kong", , , ,Office Staff / Executive Search
3094,Varmeego Link Limited,,2021,Kwun Tong District,"26th floor, Millennium City 3, 370 Kwun Tong Road, Kwun Tong, Kowloon",81760929,30103800,"vml@varmeego.com, stephen.wong@varmeego.com","Office Staff / Executive Search, Imported Worker"
3095,VAST ASCENT GLOBAL LIMITED,灝濟有限公司,2013,Central and Western District,"Room B27, 29th floor, United Center, 95 Queensway, Admiralty, Hong Kong",55199269, ,vaglobal168@gmail.com,Foreign Domestic Helpers
3096,Vast Sky Employment Limited,昊天僱傭有限公司,2015,Eastern District,"Shop 222B, 2nd floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong",28068803,28068970,vastsky_helper@yahoo.com.hk,Foreign Domestic Helpers
3097,VCARE EMPLOYMENT SERVICES LIMITED,偉家僱傭服務有限公司,2020,Wan Chai District,"Flat B, 5th floor, Fairview Mansion, 51 Paterson Street, Causeway Bay, Hong Kong",25771682,34282273,hc282272@yahoo.com,Foreign Domestic Helpers
3098,VCARE EMPLOYMENT SERVICES LIMITED,偉家僱傭服務有限公司,2020,Tai Po District,"Unit 8D, Level 2, Tai Po Plaza, 1 On Tai Road, Tai Po, New Territories",26651233,26651282, ,Foreign Domestic Helpers
3099,Veco Company,永高公司,2014,Yuen Long District,"Room 1209, 12th floor, Kwong Wah Plaza, 11 Tai Tong Road, Yuen Long, New Territories",62200095,24431496,veco720@gmail.com,Foreign Domestic Helpers
3100,Vela Eurasia Limited,,2007,Central and Western District,"Room 1506A, 15th floor, Singga Commercial Centre, 144-151 Connaught Road West, Sai Wan, Hong Kong",21473520,28100698,recruitment@velaeurasia.com,Other Non-office Worker
3101,VELO TALENT LIMITED,,2019,Eastern District,"21st floor, Cityplaza Three, 14 Taikoo Wan Road, Taikoo Shing, Hong Kong",36118950, ,info@velotalent.com,Office Staff / Executive Search
3102,Velocity Global Hong Kong Limited,,2019,Wan Chai District,"14th floor, China Hong Kong Tower, 8 Hennessy Road, Wan Chai, Hong Kong",31242715, ,ekaterina@centreo.hk,Office Staff / Executive Search
3103,Velorus Recruitment Consultancy Limited,,2019,Yuen Long District,"1st floor, 362 Wang Chau Village Extension Area, Wang Chau, Yuen Long, New Territories",96041808, ,kevinngai214@yahoo.com,Office Staff / Executive Search
3104,VEMA Consultancy,,2021,Sha Tin District,"Unit 607, 6th floor, Delta House, 3 On Yiu Street, Shek Mun, Sha Tin, New Territories",54259653, ,glenn@vemaconsult.com,Office Staff / Executive Search
3105,Venture Executive Partners Limited,,2021,Central and Western District,"Unit 1603, 16th floor, The L. Plaza, 367-375 Queen's Road Central, Sheung Wan, Hong Kong",94455170, ,ABHISHEK@VENTUREEP.CO,Office Staff / Executive Search
3106,Venturenix Limited,,2017,Central and Western District,"2nd floor, 88 Commercial Building, 28 Wing Lok Street, Sheung Wan, Hong Kong",26709880, ,dicky.yuen@venturenix.com,Office Staff / Executive Search
3107,VENUS CHAN EMPLOYMENT AGENCY,,2021,Yau Tsim Mong District,"Room C, 12th floor, Ko Kie Building, 9-11 Jordan Road, Yau Ma Tei, Kowloon",23888985, ,ginpoweragency@gmail.com,Foreign Domestic Helpers
3108,Veracity International Business Consultancy Limited,智誠國際商業顧問有限公司,2021,Sha Tin District,"Ground floor, 28B North Yuek, Siu Lek Yuen Village, Shatin, New Territories",65783737, ,admin@veracity.com.hk,Office Staff / Executive Search
3109,Vianet International & Services Co,維安力僱傭服務中心,2004, ,"Suite 1907, 19th floor, Lucky Centre, 165 Wan Chai Road, Wan Chai, Hong Kong", , , ,Foreign Domestic Helpers
3110,Victoria Agency Limited,維多利亞介紹所有限公司,2021,Tsuen Wan District,"Room 1615A, 16th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",34263448,34267128,val668@yahoo.com,Foreign Domestic Helpers
3111,Victorious Consultant Agency,毅誠僱傭公司,2020,Yau Tsim Mong District,"Room 1205, 12th floor, Tung Chun Commercial Centre, 438-444 Shanghai Street, Mong Kok, Kowloon",56464908,30073891, ,"Foreign Domestic Helpers, Imported Worker"
3112,VIERO HUMAN RESOURCES CO.,,2016,Kowloon City District,"Shop C12, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon",29736818/54074395, ,rosieng@hotmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3113,VIEW RISE MAID SERVICE,景昇僱傭代理,2007,Yau Tsim Mong District,"Flat D, 17th floor, Wang Cheong Commercial Building, 251 Reclamation Street, Yau Ma Tei, Kowloon",31611413,30201825,viewrisehk@yahoo.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
3114,VIEW RISE MAID SERVICE,景昇僱傭代理,2014,Wan Chai District,"Flat H, 18th floor, Hennessy Apartments, 48 Percival Street, Causeway Bay, Hong Kong",28810708,30201822,viewriscb@yahoo.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
3115,VIEW RISE MAID SERVICE,景昇僱傭代理,2016,Tsuen Wan District,"Room 1117, 11th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories", , , ,Foreign Domestic Helpers
3116,VIEW RISE MAID SERVICE,景昇僱傭代理,2021,Sai Kung District,"Unit B-150, Podium Level 1, Nan Fung Plaza, 8 Pui Shing Road, Tseung Kwan O, New Territories",21914005,30201825,viewrisehk@yahoo.com.hk,Foreign Domestic Helpers
3117,VINCE EMPLOYMENT CENTRE,永思僱傭中心,2021,Yuen Long District,"Flat F, 6th floor, Cheerrick Building, 65 Sau Fu Street, Yuen Long, New Territories",60207250, ,vinceemploymentcentre@gmail.com,Foreign Domestic Helpers
3118,VIRTO SEARCH LIMITED,,2020,Central and Western District,"Room 602, 6th floor, Wah Yuen Building, 149 Queen's Road Central, Central, Hong Kong",82020006,82066776,f.sasso@virtosearch.com,Office Staff / Executive Search
3119,Virtuous Employment Agency,倍賢僱傭中心,2020,Tai Po District,"Shop 359, 3rd floor, Big Day Mall, 9-15 Heung Sze Wui Street, Tai Po, New Territories",26645947, ,virtuous.eahk@gmail.com,Foreign Domestic Helpers
3120,Vision Hunt Limited,,2020,Wan Chai District,"Room 609, 6th floor, Lee Garden Three, 1 Sunning Road, Causeway Bay, Hong Kong",28082544, ,hino@vision-hunt.com,Office Staff / Executive Search
3121,VISION OVERSEAS EMPLOYMENT AGENCY LIMITED,摯信海外僱傭有限公司,2020,Kowloon City District,"Shop D2, Ground floor, Tak Man Building, 29 Tak Man Street, Hung Hom, Kowloon",90862898, ,fanny@visionagency.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
3122,Vision Partners Limited,慧鑫顧問有限公司,1999,Wan Chai District,"Unit 1805, 18th floor, Tai Tung Building, 8 Fleming Road, Wan Chai, Hong Kong",28787008, ,hongkong@vision-partners.com,Office Staff / Executive Search
3123,VISION REAS ASIA LIMITED,景達亞洲顧問有限公司,2014, ,"Flat 1609, 16th floor, Kai Tak Commercial Building, 317-319 Des Voeux Road Central, Central, Hong Kong", , , ,Office Staff / Executive Search
3124,VISION SKILL CONSULTING LIMITED,宏信達顧問有限公司,2019,Central and Western District,"25th floor, Yue Thai Commercial Building, 128 Connaught Road Central, Sheung Wan, Hong Kong",25813313,27220302,francis.tang@vision-skill.com,Office Staff / Executive Search
3125,Visionary Solutions Limited,卓才人力資源有限公司,2015,Central and Western District,"7th floor, EIB Centre, 40-44 Bonham Strand, Sheung Wan, Hong Kong",90232607, ,jeffrey.hui@vsolutions.hk,Office Staff / Executive Search
3126,VIVA EMPLOYMENT SERVICES LIMITED,宜家僱傭服務有限公司,2012,Yau Tsim Mong District,"Flat B, 4th floor, Man Lin Building, 96-100 Prince Edward Road West, Mong Kok, Kowloon",27890332,27890223,vivaemployment@gmail.com,Foreign Domestic Helpers
3127,VIVA EMPLOYMENT SERVICES LIMITED,宜家僱傭服務有限公司,2017,Tsuen Wan District,"Shop D1, Ground floor, 112 Sha Tsui Road, Tsuen Wan, New Territories",28081112,27890223,vivaemployment@gmail.com,Foreign Domestic Helpers
3128,Vivo Supplies Limited,,2012,Kwai Tsing District,"Flat H, 3rd floor, Block B, Marvel Industrial Building, 17-23 Kwai Fung Crescent, Kwai Chung, New Territories",21511486,21511617,recruit@vivosupplies.com,Office Staff / Executive Search
3129,VOYAGER (ASIA) LIMITED,泓亞(亞洲)有限公司,2021,Kwun Tong District,"Unit 1002, 10th floor, Goldin Financial Global Centre, 17 Kai Cheung Road, Kowloon Bay, Kowloon",28716900,28716908,kayli@voyfg.com,Other Non-office Worker
3130,Voyen Group Limited,,2021,Central and Western District,"20th floor, Central Tower, 28 Queen's Road Central, Central, Hong Kong",81999219, ,info@voyengroup.com,Office Staff / Executive Search
3131,VSEARCH INFINITY LIMITED,,2014, ,"Unit 1104A, 11th floor, Kai Tak Commercial Building, 317-319 Des Voeux Road Central, Sheung Wan, Hong Kong", , , ,Office Staff / Executive Search
3132,VW Consulting Limited,,2011,Wan Chai District,"17th floor, 80 Gloucester Road, Wan Chai, Hong Kong",90482825, ,veronica@veronw.com,Office Staff / Executive Search
3133,W CONSULTING COMPANY LIMITED,恃信顧問有限公司,2012,Wan Chai District,"Flat B, 20th floor, Shun Pont Commercial Building, 5-11 Thomson Road, Wan Chai, Hong Kong",36980248, ,asia@w-consulting.biz,"Office Staff / Executive Search, Other Non-office Worker"
3134,W&P EMPLOYMENT AGENCY,,2020,Kwai Tsing District,"Flat 22, Block A, 23rd floor, Gold King Industrial Building, 35 Tai Lin Pai Road, Kwai Chung, New Territories",26682627, ,wphouseware@gmail.com,Foreign Domestic Helpers
3135,W.F. Employment Services,偉豐僱傭服務,1998,Wan Chai District,"Room 1101, 11th floor, Cameron Commercial Centre, 458-468 Hennessy Road, Causeway Bay, Hong Kong",28773511,28770910,wfemploy@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3136,Wah Fook Management Limited,華福管理有限公司,2003,Yau Tsim Mong District,"Unit C, 11th floor, China Insurance Building, 48 Cameron Road, Tsim Sha Tsui, Kowloon",81990455,31187137,mogami@wahfook.com,Other Non-office Worker
3137,WAH YING EMPLOYMENT CENTRE,華英僱傭中心,2013,Tai Po District,"Shop 163-164, 1st floor, Big Day Mall, 9-15 Heung Sze Wui Street, Tai Po, New Territories",90399209,24429955,wahying90399208@yahoo.com.hk,Foreign Domestic Helpers
3138,Wai Fu Employment Agency,偉富僱傭服務,1998,Wan Chai District,"Room 1101, 11th floor, Cameron Commercial Centre, 458-468 Hennessy Road, Causeway Bay, Hong Kong",28773511,28770910,wfemploy@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3139,WAI TO CONSULTANTS COMPANY,偉圖僱傭公司,2018,Yau Tsim Mong District,"Flat 02, 2nd floor, Kam Fai Building, 20 Waterloo Road, Yau Ma Tei, Kowloon",66258969, ,tokoko1688@gmail.com,Foreign Domestic Helpers
3140,Wai Wai Company,,2001,Wan Chai District,"Room 1002B, 10th floor, Causeway Bay Commercial Building, 1-13 Sugar Street, Causeway Bay, Hong Kong",25761251,25769550,waiwai2001@on-nets.com,Foreign Domestic Helpers
3141,WAIKIKI SERVICES & TRADING,滙基菲傭服務,2011,Central and Western District,"4th floor, Tung Hip Commercial Building, 244-248 Des Voeux Road Central, Sheung Wan, Hong Kong",25216126, ,waikikiserv@gmail.com,Foreign Domestic Helpers
3142,WaiMing Nursing Care Company Limited,慧明護理有限公司,2021,Sha Tin District,"Room 203, 1st floor, Fonda Industrial Building, 37-39 Au Pui Wan Street, Fo Tan, Sha Tin, New Territories",25228198,25228199, ,Other Non-office Worker
3143,WAION SOLUTIONS LIMITED,惠安科技有限公司,2018,Kwun Tong District,"Unit 2501-2502A, 25th floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong, Kowloon",29519611,29071380,hr@waionsolutions.com,Office Staff / Executive Search
3144,WALLSTONE PARTNERS & COMPANY LIMITED,,2008,Yau Tsim Mong District,"Suite 608-9, 6th floor, Whart T&T Centre, Harbour City, Tsim Sha Tsui, Kowloon",25684111,25684999,admin@wallsp.com,Office Staff / Executive Search
3145,WALRE (CHINA) HUMAN RESOURCES TECHNOLOGY GROUP LIMITED,沃銳(中國)人才科技集團有限公司,2019,Central and Western District,"Room 704A, 7th floor, Lucky Commercial Centre, 103 Des Voeux Road West, Sheung Wan, Hong Kong",34630918, ,13661667107@qq.com,Office Staff / Executive Search
3146,WALTERS PEOPLE (HK),,2020,Central and Western District,"Unit 2001, 20th floor, Nexxus Building, 41 Connaught Road Central, Central, Hong Kong",21619488,21035301,hongkong@robertwalters.com,Office Staff / Executive Search
3147,Wanbo Human Resources Management,萬博人力資源管理,2020,Central and Western District,"Room 602, 6th floor, 168 Queen's Road Central, Central, Hong Kong",66274487,35442795,465736094@qq.com,Office Staff / Executive Search
3148,WANG FULLCO EMPLOYMENT AGENCY LIMITED,宏富高僱傭中心有限公司,2012,Yau Tsim Mong District,"Room 1805, 18th floor, Royal Commercial Centre, 56 Parkes Street, Jordan, Kowloon",23328850,23328803,info@wangfullco.com,Foreign Domestic Helpers
3149,WANG KA EMPLOYMENT CENTRE LIMITED,宏嘉僱傭中心有限公司,2019,Tai Po District,"3A Kwong Fuk Road, Tai Po, New Territories",28862386,28862033,wangkacs@gmail.com,Foreign Domestic Helpers
3150,WANG KA EMPLOYMENT CENTRE LIMITED,宏嘉僱傭中心有限公司,2019,Tsuen Wan District,"Room 1219, 12th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",28862386,28862033,wangkacs@gmail.com,Foreign Domestic Helpers
3151,WANG KA EMPLOYMENT CENTRE LIMITED,宏嘉僱傭中心有限公司,2020,Yau Tsim Mong District,"Rear Portion of Ground floor, Grand View Mansion, 119B Chatham Road South, Tsim Sha Tsui, Kowloon",28862386,28862033,wangkacs@gmail.com,Foreign Domestic Helpers
